#,Category,Question,Examiner standard,Rating,Notes
37,Manufacturing & economics,"What changes between one prototype and 10,000 units?",Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
38,Manufacturing & economics,What is the bottleneck process and why?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
39,Manufacturing & economics,"What drives yield loss, maintenance labor and downtime?",Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
40,Manufacturing & economics,"What is the unit cost at scale, and which technical parameter has highest economic elasticity?",Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
41,Manufacturing & economics,What critical input has concentrated supply or long lead time?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
42,Manufacturing & economics,What improvement would not matter economically because another bottleneck dominates?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
43,"Safety, security & reliability",What is the top hazard even if every component works as designed?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
44,"Safety, security & reliability",What common-cause failure defeats your redundancy?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
45,"Safety, security & reliability",What adversary benefits from exploiting the system and what can they control?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
46,"Safety, security & reliability",What weak signal will your organization normalize after repeated success?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
47,"Safety, security & reliability","What event forces shutdown, rollback or loss of deployment permission?",Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
48,"Safety, security & reliability",Who has stop-work authority when leadership wants to continue?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
49,"Power, history & institutions","Who defines success, and who cannot refuse participation?",Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
50,"Power, history & institutions",Who receives concentrated benefits and who bears diffuse costs?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
51,"Power, history & institutions","Who owns the data, infrastructure, model, patents or productive assets?",Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
52,"Power, history & institutions","What are the exit, voice and appeal mechanisms?",Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
53,"Power, history & institutions","What historical analogy are you using, and where does it break?",Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
54,"Power, history & institutions",What would a political actor rationally do with your technology that an engineer might not intend?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
55,"Ethics, wickedness & communication",Give three incompatible but reasonable formulations of this problem.,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
56,"Ethics, wickedness & communication",What value conflict cannot be resolved by more data?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
57,"Ethics, wickedness & communication",Which decision should be reversible because the model is uncertain?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
58,"Ethics, wickedness & communication",What is the strongest moral argument against your preferred deployment?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
59,"Ethics, wickedness & communication","What disagreement in your team is about facts, what is about values, and what is about identity/status?",Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
60,"Ethics, wickedness & communication",What would a person harmed by your system say you failed to understand?,Rebuild/defend from memory; cite evidence when factual.,Pass / Revise / Fail,
